,LABEL,DATE_TIME,TEXT,NEW_TEXT
2514,1,Sat Jun 06 17:39:14 2009,"hmmmm, boredd ! watching HM with cousin ",mmmm bored watch hm cousin
2515,0,Mon Jun 15 19:29:54 2009,Wow ... still replaying last night over... I wanna go again  Come back Pink COME BACK!!,wow still replay last night over want back pink back
2516,0,Fri May 22 05:48:46 2009,"@AliciaWag I'm sorry, that sucks  I wish I had helpful advice. I'm still studying, but almost (!) done..",sorry suck wish helpful advice still study but almost
2517,1,Sat May 16 22:40:11 2009,i love being weird.  and weird people too hah,love weird weird people has
2518,0,Fri Jun 05 08:45:27 2009,My msn is being hacked  Hopefully it will go away because I have just changed my password ,msn hack hopefully away change password
2519,1,Wed Jun 03 02:18:24 2009,"Huaaaa, get ready for the test. Do'ain yaaa, semuuaa. Thankyou ",aaaaaa get ready test domain aaa semuuaa thankyou
2520,1,Sun Jun 14 22:58:08 2009,@Jonasbrothers amazing  See you Sat!,maze sit
2521,1,Fri May 29 00:21:16 2009,I love shopping @ Bristol Farms ,love shop bristol farm
2522,0,Fri Jun 05 17:48:41 2009,"Bella must know that I slipped some medicine into her food, she's not eating it ",bella must slip medicine food not eat
2523,0,Tue Jun 16 00:28:06 2009,"@BTCare haha RE rhyme - actually, i do have a question..... how do i get/order a new BTV remote, mine is getting tired ",haha rhyme actually question recorder new btv remote mine get tired
2524,1,Sat May 30 21:45:12 2009,@Stefanieex0  i didnt think i would be either  lol,not think either lol
2525,1,Sun Jun 07 13:50:22 2009,@ramielemalubay You're still in the plane right? Have fun in California. ,still plane right fun california
2526,0,Mon Apr 20 07:48:49 2009,The dead were in town last two nights. And I felt nothing.  it's tough to get old.,dead town last two night felt nothing tough get old
2527,0,Fri Jun 19 04:21:20 2009,"doesnt want 2 get outta bed, but needs 2 get ready 2 go work ",not want 2 get out bed but need 2 get ready 2
2528,1,Mon Jun 01 20:33:03 2009,@laughingyogini True! Is that a big discussion on Twitter right now? Just took me by surprise is all. ,true big discussion right take surprise
2529,0,Fri Jun 19 15:23:33 2009,@suspiciousminds Sorry to hear that Kristen ,sorry hear kristen
2530,1,Mon May 11 23:03:39 2009,Going to HIN NJ this weekend ,hin nj weekend
2531,0,Wed Jun 17 02:28:16 2009,@firebuilt *hugs*  I'm sorry it's bringing back memories for you. ,hug sorry bring back memory
2532,0,Sun Jun 21 07:23:22 2009,With my brothers description of it...it WILL suck! ,brother description itis suck
2533,0,Fri Jun 05 18:31:20 2009,@zack_addy haha! (about the spaghetti) and no i didn't figure it out ,haha spaghetti no not figure
2534,1,Fri May 29 23:22:18 2009,thanks @All_Habs! #NHLTweetup in the Chi? ,thanks nhltweetup chi
2535,1,Tue Jun 02 10:23:42 2009,At school now..going to the pool when i get home!!!!!!!!  maryland tomrroow! jimmy's graduation! no school!,school ongoing pool get home maryland tomorrow jimmy graduation no school
2536,0,Wed Jun 17 05:47:42 2009,"I sold the painting at Village Arts at the Putney Inn, VT Was a scene of Little Long Pond here in Acadia. Never got a photo of painting. ",sell painting village art pune inn vt scene little long pond academia never get photo paint
2537,1,Fri May 22 07:09:30 2009,@erinhere thanks for the heads up!  See what doing things late night does for a person.  ,thanks head up thing late night person
2538,1,Tue Jun 02 21:55:04 2009,@boxxybabee Amazing choice. Love that movie ,amazing choice love movie
2539,0,Sat Jun 06 03:40:13 2009,"OK, I have been on twitter for sometime now but still can't get it or the magic of it ",ok sometime but still can not get magic
2540,0,Fri Jun 05 11:04:54 2009,What's wrong with T-Mobile 3G today? Terribly slow or no connection at all. ,wrong mobile 3g terribly slow no connection
2541,0,Thu May 28 21:49:50 2009,@lilyjang talks burgers on the Q.  It will be a sad day tomorrow without her great smile to brighten the day.   ,talk burger q sad without great smile brighter
2542,1,Mon Jun 01 23:24:44 2009,Read. Drank medicine. Ate a cookie. New blog up. SLEEP!  Goodnight all. Hope you had a wonderful day. ,read drank medicine eat cookie new blog up sleep goodnight hope wonderful
2543,0,Tue Jun 23 15:16:35 2009,"headache, sore neck and back of face  three days",headache sore neck back face three
2544,1,Tue Jun 02 05:33:31 2009,"Revising Byron in me garden, it's well hot!! Canto 1 &amp; 2 done, just 3 &amp; 4 to go woo ",revise byron garden well hot canto 1 2 3 4 woo
2545,1,Sat May 30 01:25:15 2009,Happy that the weather looks perfect for a good countryside walk today ,happy weather perfect good countryside walk
2546,1,Mon Jun 01 02:26:32 2009,Makan2 dkt secret recipe times square dgn beloved cousin ,main 2 dot secret recipe time square don beloved cousin
2547,1,Sun Jun 07 11:02:41 2009,"@BHOTaileprompt &quot;For the last time, I am not a socialist. I am a communist&quot;- GOD, when will they get that right already!?!? ",last time not socialist communist god get right already
2548,1,Thu May 14 04:22:25 2009,@HosamKamel  I was talking about these foriegn companies that I keep hearing about from my friends over seas ,talk foreign company keep hear friend over sea
2549,0,Sun May 17 02:09:23 2009,just got back from the city. broke as now  school 2moro ( exams in 2wks ((,get back city break school 2more exam 2was
2550,1,Sun May 03 01:40:59 2009,is further figuring out what she wants. dream build! ,far figure want dream build
2551,0,Fri May 29 10:53:04 2009,class is almostt over ,class almost over
2552,0,Sun May 03 20:40:14 2009,Sunday night slow jams. My head hurts   I spend majority of my day doin hmk for no reason.,sunday night slow jam head hurt spend majority doi hk no reason
2553,0,Mon Jun 22 11:19:05 2009,my feed looks ... *shakes head* I may have to do some clean-up ,feed shake head may cleanup
2554,0,Sun May 31 06:27:27 2009,Storm ;__;  bawww. I'm afraid ,storm __ www afraid
2555,1,Mon Jun 15 13:54:33 2009,@OneSeasonMLB ok thanks alot! ,ok thanks alot
2556,0,Wed Jun 17 20:19:28 2009,@BlizzardSkies nothing will ever help Iran. We're just giving ourselves the illusion of helping Iran ,nothing ever help iran give illusion help iran
2557,1,Mon Jun 01 01:43:36 2009,@DrShagwell working...as always  whatcha doon?,workings always don
2558,1,Mon Jun 01 20:46:48 2009,"@anca_foster thanks  glad I was missed. Wish I could have just stayed around though LOL ah well, live and learn",thanks glad miss wish stay around though lol ah well live learn
2559,1,Sat May 30 04:39:43 2009,@twilightchill Me too! I actually find the character limit focuses my thinking ,actually find character limit focus thinking
2560,1,Sat Jun 06 20:04:24 2009,"@aussie_mateLC, thanks!  and of course Im gonna follow you!  Have a sparkling evening &lt;3",thanks course follow sparkling even 3
2561,0,Tue Apr 21 01:03:33 2009,mosquitos EVERYWHERE GROOSSS i'm freaking OUT!!! ,mosquito everywhere gross freak
2562,0,Fri Jun 05 21:48:26 2009,I have a little bit of a headache and I kind of feel sick ,little bit headache kind sick
2563,1,Sun May 31 18:49:01 2009,"Harry Potter clip..was.. AWESOMEEE! Actually, beyond awesome. Sooo stoked! ",harry potter clips awesome actually beyond awesome soon stoke
2564,0,Wed Jun 17 13:23:51 2009,@basundra i wish i was down to go..but i love money more than the beach thus meaning i cant miss hours ,wish down but love money beach thus mean can not miss hour
2565,1,Sat May 30 19:22:03 2009,With Franki ,frank
2566,1,Sun May 17 20:43:39 2009,Just got da new sidekick lx today. I'm using it right now yayy! Also on da phone wit Deryl. ,get da new sidekick lx use right yyyy also da phone wit very
2567,1,Sun Jun 07 16:33:43 2009,sorry's not good enough ,sorry not good enough
2568,1,Sat May 02 04:07:20 2009,@dannywood Mornin' D  Lay it on me...was it 4...5..6?? Or are you sinning this am and eating a cinnamon roll?? ,morning lay was 456 sin eat cinnamon roll
2569,1,Sun Jun 07 18:01:06 2009,Jeez. I just got my computer charger back. Thank cheesecake.  I haven't twittered in AGES! LOL,jeep get computer charger back thank cheesecake not age lol
2570,1,Fri May 29 19:16:27 2009,"@Maddieque Oh I got it  haha, well, teen pop, country, not hard rock, classic and so on... I luv a lot kind ..!",oh get haha well teen pop country not hard rock classic love lot kind
2571,0,Fri Jun 19 18:37:36 2009,@michellecorona its coldish out now thought ,polish think
2572,0,Sun Jun 07 08:35:26 2009,@mccato It was sold out so I didn't get to see it. ,sell not get
2573,1,Fri May 22 08:42:43 2009,@melissa_15678 will be gutted we've all beaten her  aha!,gutted beat aha
2574,1,Sun Jun 07 01:57:43 2009,Off to get into my Jimmy Jams now   I know it's early....but I need to curl up in front of the fire and keep my pole position safe ;),off get jimmy jam earlybut need curl up front fire keep pole position safe
2575,1,Mon Jun 01 20:44:50 2009,"@mondgutierrez both great. i'm a tween at heart so i'm more excited for new moon, yet i cannot deny that i love robert downey too ",great teen heart excited new moon can not deny love robert downed
2576,1,Mon Jun 15 02:57:41 2009,@DADONWOOGZ hehehe ii have a twitter now ,hehehe ii
2577,1,Mon May 18 01:10:52 2009,"@nessie111 Happy Birthday, hope you have a lovely day! ",happy birthday hope lovely
2578,1,Wed Jun 03 05:50:30 2009,Ok..my toe still hurts i'mgonna live though...Takin kane to the dr's today at 10:15 cross your fingers ,okay toe still hurt gonna live thoughtakin kane drs 1015 cross finger
2579,0,Fri Jun 05 12:55:42 2009,@hene57  week  made new yearly high and profits were immediately taken taken is all i know.. not smart  enough here to guess ,week make new yearly high profit immediately take take not smart enough guess
2580,1,Thu Jun 04 22:53:14 2009,@bethlayne Thank you Beth for the #FF #Followfriday recommendation! Greatly appreciated ,thank beth ff followfriday recommendation greatly appreciate
2581,1,Sun May 31 15:01:29 2009,i fully enjoy harry potter weekend on abc family ,fully enjoy harry potter weekend abc family
2582,1,Sun Jun 07 20:33:30 2009,@sweetmexicangal Hello!!!!   how are you????,hello
2583,1,Mon Jun 01 15:51:07 2009,"@vkgoeswild Could you perhaps do Comptine as a MIDI file? Been looking for one forever, need it for a little FL Studio project in my head ",perhaps competing midi file forever need little fl studio project head
2584,0,Sun May 03 06:54:11 2009,"I miss my soy creamer in my coffee.  This rice milk is not cutting it!  Oh, the sacrifices we make for our children and their skin rashes.",miss soy dreamer coffee rice milk not cut oh sacrifice make child skin rash
2585,0,Sun May 10 02:07:07 2009,It's the hottest day ever in Vienna but the continuity girl said if I get any colour I'm dead.  It's a day under a tree for me then ,hot ever vienna but continuity girl say get colour dead under tree
2586,1,Sun Jun 07 14:45:15 2009,Cornhole tourny at the beach... I hope I got some color! ,console tourney beach hope get color
2587,1,Mon Jun 15 16:45:06 2009,"is pretty content with life. New job, new friends, new outlook on life ",pretty content life new job new friend new outlook life
2588,1,Mon Jun 01 04:59:48 2009,Feddle Le Grand feat. Mitch Crow - Scared Of Me .. wow .. amazing song ,fiddle le grand feat mitch crow scar wow maze song
2589,1,Wed Jun 03 00:59:50 2009,@supervann itty cat is the cat Ria rescued  we usually bring the cat wherever we go since it needed to be fed every 2 hours.,witty cat cat ria rescue usually bring cat wherever since need feed every 2 hour
2590,1,Mon Jun 01 15:05:04 2009,OMG! Another 2 more &quot;Your Horny Kitty&quot; Ummm... Thanks for follow me anyways! ,omg another 2 horn kitty mmm thanks follow anyways
2591,1,Sun May 31 00:05:37 2009,TGIFridays with the homies ,tgifridays homes
2592,0,Fri May 01 20:49:04 2009,"watching gossip girl, I really need to be a millionare ",watch gossip girl really need millionaire
2593,1,Sun May 31 14:55:19 2009,Sooooooo excited to go home!!!! ,sooooooo excite home
2594,0,Fri Jun 19 06:27:52 2009,@thebraysmommy At least you have access @ work. I am usually outdoors with kids and no interwebs! ,least access usually outdoors kid no internees
2595,0,Thu Jun 18 06:58:52 2009,"Phoned Nokia Regent Street store  to see if i can pick up a N97 today, they won't sell it until tomorrow.  Have to wait until next week ",phone nokia regent street store pick up n97 not sell wait next week
2596,0,Sun May 17 02:49:42 2009,"Trying to get the plane boarded. Plane was overweight and they had to switch the exit row people out. And, it's too early ",try get plane board plane overweight switch exit row people early
2597,1,Sun Jun 07 05:28:59 2009,@insidebooks Thanks for visiting  Just did post about bit.ly you might like - more to it than it seems  http://bit.ly/15yZMq,thanks visit post billy might like seem
2598,0,Tue Jun 16 20:50:46 2009,i miss my best friend!   we're one and the same &lt;3,miss best friend 3
2599,0,Fri May 29 22:54:28 2009,@Oxfordfilmfreak ~ so people don't dress up anymore? and by your comment i guess nobody goes 2 front of the theater to sing and dance ,people not dress up anymore comment guess nobody 2 front theater sing dance
2600,1,Fri May 22 06:13:03 2009,@itschristablack haha thank you so much  i love the show! it was absolutely amazing.,haha thank much love show absolutely amazing
2601,0,Fri May 29 18:10:53 2009,@CAGoodbred I wish I was riding with y'all and on y'all's team ,wish rid all team
2602,0,Fri Jun 05 18:46:44 2009,"@PDXsays Yes, I noticed that afterwards so I immediatley delete the posting ",yes notice afterwards immediately delete posting
2603,1,Mon Jun 01 05:23:58 2009,ahhhh just watched the new moon trailer! tooooo excited    hurry up november! LOL.,hhh watch new moon trailer voodoo excite hurry up november lol
2604,0,Mon Jun 01 22:56:35 2009,Aila re! Where are the storms?? It is so freaking HOT here ........  I want monsoon to come quick!,vila storm breaking hot want monsoon quick
2605,0,Fri Jun 19 00:13:03 2009,up to work  i'm glad tomorrow is saturday lol,up glad saturday lol
2606,0,Fri Jun 19 17:07:47 2009,@zocore why zo? ,zo
2607,1,Fri May 22 07:51:52 2009,All a Twitter cover approved. Dead sexy.   #allatwitter,cover approve dead sexy allatwitter
2608,0,Sat May 30 11:54:47 2009, poor baby@sheis_sohood,poor baby
2609,0,Sun May 31 09:13:54 2009,"@SandySweetness Bad news, I'd send you some food over, but it'll be cold (and a bit soggy) after crossing the Atltantic ",bad news send food over but cold bit foggy after cross atlantic
2610,0,Mon Jun 15 21:21:12 2009,@mommapuff im not. for srs. theres something wrong with his eyes or something ,not sr something wrong eye something
2611,0,Sun May 31 03:49:35 2009,Fuck my life   http://yfrog.com/0y7wcvj,fuck life
2612,1,Fri Jun 05 16:18:28 2009,leaving Hampton  ....  getting a raise and a promotion ,leave hampton get raise promotion
2613,0,Mon Jun 15 07:41:14 2009,Spilled my bag of cherrios in my purse ,spill bag cherries purse
2614,0,Sat May 30 18:24:55 2009,@kimboyee @kreativeham  you guys needa get better. Hey shebag can i still borrow your camera to HK,guy need get good hey shear still borrow camera hk
2615,1,Fri May 29 20:05:20 2009,"@dougiemcfly Who says &quot;Thanks&quot; are we, becouse you guys are doing  an amazing tour. Keep going like this! ",say thanks because guy amazing tour keep like
2616,1,Sun May 31 13:24:46 2009,@DaviddjFrancis I know but everything else was closed! Bloody Wales. However I found my way to a beach and now have candyfloss ,but everything else close bloody wales however find way beach candyfloss
2617,1,Fri May 29 12:42:16 2009,"@uricahh luv my chicke nuggs, they're so good you will love them. and omg yes we should deffinetly go see up! hehe ",love chicken uggs good love omg yes deffinetly up here
2618,1,Sun Jun 07 18:41:17 2009,Woah! fla-vor-ice is where it's at ,wah favorite
2619,0,Sun Apr 19 02:45:32 2009,Turned on TV to see the F1 champagne ceremony (I recorded the race). I wasn't able to change channels. Major panic &amp; spoil in the morning ,turn tv f1 champagne ceremony record race not able change channel major panic spoil morning
2620,0,Fri Jun 05 21:27:53 2009,Had a rly fun night downtown with my girlss!! Gonna miss u anna and Kate while ur in Florida ,really fun night downtown girl miss anna kate while florida
2621,0,Sat May 09 23:29:35 2009,My Bloody Valentine was great!  Reminded me of watching it every Saturday on USA while growing up.  Missed the hot dog scene though ,bloody valentine great remind watch every saturday usa while grow up miss hot dog scene though
2622,0,Sun Jun 07 06:40:12 2009,"ok, I must go decorate my father's b'day cake. Party at 1. Can't procrastinate any longer. ",ok must decorate father bday cake party 1 can not procrastinate long
2623,0,Wed Jun 17 06:04:12 2009,Well I'm still a first grade teacher.  ,well still first grade teacher
2624,1,Fri May 01 22:11:08 2009,@dannywood SweetDreams and love to U too!  ,sweetdreams love
2625,1,Mon Jun 15 00:46:18 2009,eating cashew nuts... you do need SOME good fats ,eat case nut need good fat
2626,0,Fri Jun 19 03:44:31 2009,"@foxybimbo I did, slept for a wholly refreshing 3 hours! ",sleep wholly refresh 3 hour
2627,0,Thu Jun 25 08:48:43 2009,"Work, work and more work ",
2628,0,Mon Jun 01 10:45:23 2009,sorry for those whose relatives were flying from Rio to Paris. ,sorry whose relative fly rio paris
2629,0,Mon Jun 15 16:03:51 2009,Dad is getting on my nerves so bad. ,dad get nerve bad
2630,1,Fri May 29 00:13:51 2009,@annyo84 oops i ment on ur test. ,oops ment test
2631,1,Sun May 03 05:38:27 2009,@kantashi I know! I'll go for it. My friend is in the video promoting it. ,friend video promote
2632,0,Fri May 22 08:54:42 2009,"on the wii, playing mario kart  fucking awesome, always come 1st and beat everyone, but i hate it when they push u or throw stuff at u ",wii play mario kart fuck awesome always 1st beat everyone but hate push throw stuff
2633,1,Mon Jun 15 02:23:43 2009,http://overheardinwow.wordpress.com/ need some more stuff   #WOW #worldofwarcraft,need stuff wow worldofwarcraft
2634,1,Wed Jun 03 00:56:33 2009,"the new moon trailer was great! can't wait to see the movie. i mean, taylor lautner looks really HOT! ",new moon trailer great can not wait movie mean taylor later really hot
2635,0,Sun Jun 07 08:40:32 2009,"Have nothing new to read. Was going to start DarkHunter series over again. But, seems my dgtr took off with them.  ",nothing new read start darkhunter series over but seem dgar take off
2636,0,Sun Jun 07 07:24:03 2009,@jayde_nicole    LOL I dont know why I care so much but I do....am I a big loser for that? hope not... LOL just a big fan i guess!,lol not care much but dam big loser hope not lol big fan guess
2637,0,Sun Jun 07 15:05:32 2009,@miriamstaley I want too but I'm 18 so too old for junior but not enough experience for The Apprentice ,want but 18 old junior but not enough experience apprentice
2638,0,Fri Jun 19 12:59:56 2009,@KeepItHandy hey you! Not heard from you for ages!  I've been ok just working too much! ,hey not hear age ok much
2639,0,Sun May 03 10:02:21 2009,@rajacenna you think  i'm do not even come close to a subscription of a stalker !,think not even close subscription stalker
2640,1,Sun Jun 07 03:22:23 2009,@masond7 : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! ,highly recommend join earn money free shareholder dividend even nothing
2641,0,Mon Jun 15 19:31:25 2009,@teetee_71 I am not drinking. Too sad for me. ,not drink sad
2642,0,Sun May 17 23:08:17 2009,@ShaunHailes No   Seat does not fold down.,no seat not fold down
2643,0,Sun May 10 03:32:30 2009,gah hate my team getting beat  and by 7 points lame!!,ga hate team get beat 7 point lame
2644,1,Sun May 17 21:53:45 2009,"goodnight everybody!!! tomorrow school (I won't go)  love you all, God bless you &lt;333",goodnight everybody school not love god bless 333
2645,1,Tue Jun 16 03:32:46 2009,Enjoyed my first week in my new place ,enjoy first week new place
2646,1,Fri May 29 15:46:31 2009,This is how you know I'm a bachelor - Worked until almost 6 pm &amp; then I'm spending the night on the couch eating cereal watching the O's. ,bachelor almost 6 pm spend night couch eating cereal watch
2647,1,Sun May 31 00:13:34 2009,I &lt;3 the rain. ,3 rain
2648,0,Thu Jun 18 21:24:43 2009,@sugarassaultme No  I need to! Too bad you didn't hitRECord while you were in the theatre and caught the whole movie on vid for me lol jk,no need bad not hitrecord while theatre catch whole movie vid lol jk
2649,1,Sun Jun 07 08:02:08 2009,lovely dinner @ pizzeria with my mother + white hat yoghurt! ,lovely dinner pizzeria mother white hat yogurt
2650,0,Sat Jun 06 09:21:13 2009,Well...got a cold and feel like crap.  No Chinatown tonight ,delldot cold like crap no chinatown
2651,1,Sun Apr 19 10:05:15 2009,@badbadgirlx good luck with everything. it was great having you around ,good luck everything great around
2652,1,Sun Jun 07 03:26:11 2009,is chilling out today - looking forward to sunday lunch at my mums ,chill forward sunday lunch mum
2653,0,Sun Jun 07 01:18:16 2009,I didn't go to school today .. I don't feel so well ,not school not well
2654,0,Sun May 31 08:26:29 2009,"is feeling soooo irritated, when the skies had to open up just when my mom was abt to sit in da car, and we had to cancel going out ",soon irritated sky open up mom sit da car cancel
2655,0,Thu Jun 18 19:17:07 2009,@amypricex they aren't  should i call?,not call
2656,1,Tue Jun 02 01:14:27 2009,9:13 and I have already ha enough of today and my beige colleagues! At least I get to see @Dren_Ramone and @helenrampling later! ,913 already ha enough beige colleague least get later
2657,1,Mon May 04 05:28:59 2009,@ShelleyStudioS Major Fail. Since you asked ,major fail since ask
2658,0,Sun May 17 00:42:48 2009,Had a nice gig 2night! Going to sleep now...gotta b up @ 6! ,nice gig 2night sleep forgot b up 6
2659,0,Fri May 29 00:53:17 2009,Its beginning to get way too hard to please all of my friends at once ,begin get way hard please friend
2660,1,Fri May 29 14:40:09 2009,Hello everybody. I have been quiet today. Did anybody miss me? (via @justashley) ~ Yes of course ,hello everybody quiet anybody miss via yes course
2661,0,Sat Jun 20 00:20:53 2009,I can't sleep. I hate cryin. I just want things to be okay ,can not sleep hate crying want thing okay
2662,0,Sun May 31 18:18:03 2009,San Diego needs to have better restaurants! ,san diego need good restaurant
2663,0,Thu May 14 01:01:25 2009,@R_SK I am. But sometimes its too late to fix things ,but sometimes late fix thing
2664,1,Wed May 13 21:10:11 2009,"@allisonpalmer dont B stressed!things will work out 1 way or another.especially w/ the power of prayer,as u know.keep ur head up allison! ",not b stressedthings 1 way anotherespecially w power prayers knowkeep head up allison
2665,1,Wed Jun 03 07:40:06 2009,@stephenperry in 4 hours ill be a senior ,4 hour ill senior
2666,1,Mon Jun 15 22:35:52 2009,Bubba should get an A on his paper! I forgot how much I like English!! ,bub get paper forget much like english
2667,1,Fri May 22 06:35:23 2009,"Good Morning All, May you have a delightful enlightening joy filled Friday ",good morning may delightful enlighten joy fill friday
2668,1,Sun Jun 07 00:41:12 2009,@jimmycarr  I am still giggling at the Susan Boyle/Virgin quip on 8 out of 10 cats  ,still single susan boylevirgin quit 8 10 cat
2669,1,Mon Jun 01 05:15:41 2009,@sarahjclark Things are lookin up!   Cirrusly.,thing looking up cirrusly
2670,0,Fri May 29 22:13:29 2009,trouble in paradise ,trouble paradise
2671,0,Tue Jun 16 01:16:31 2009,"@TequilaNef You're not talking to yourself.We're here,listening (not always replying).it gets boring replying then pple don't respond ",not talk yourself herelistening not always replying get bore reply pole not respond
2672,1,Wed Jun 03 07:23:44 2009,@GeeEasy lol. i will let you know when i start it and kindly take recommendations ,lol let start kindly take recommendation
2673,1,Sun May 17 11:53:31 2009,I've been a very bad lad. After dinner I had some rasperry ruffle cheesecake....oh boy it was so good ,bad lad after dinner raspberry rule cheesecakeoh boy good
2674,0,Thu Jun 18 21:48:35 2009,SYTYCD-  I think Kopo and Ashley are donezo,sytycd think topo ashley done
2675,0,Tue Jun 02 17:58:06 2009,im thinking that homework will be the vain of my existence this summer ,think homework vain existence summer
2676,0,Mon May 04 05:17:58 2009,What should i do? - i got belly aches!!! - ,get belly acre
2677,1,Sun May 03 20:06:33 2009,@roxannegregorio shofee yung nickname ni baby  we took it from the word siopao . haha ! musta ?,showed yung nickname ni baby take word siopao haha must
2678,0,Mon Jun 15 23:59:41 2009,1 more minute!! and no followers ,1 minute no follower
2679,1,Fri May 29 12:01:36 2009,#FF Red Sox Girls: @BoSoxCutie19 @bitchinmona @shelley1005 @GeekWearsPrada @thebestofhands @ShelliMayfield @LuvMyFeline @wearetheredsox. ,ff red sox girl
2680,1,Mon Jun 15 16:14:58 2009,@matthewsheppard  thanks..... ill keep you updated!! lol â¥ my hamster,thanks ill keep updated lol â hamster
2681,1,Fri May 29 18:13:34 2009,Ytinker_ramone  I want more porn ,tanker_ramon want porn
2682,0,Fri May 29 20:49:55 2009,I love second hand smoking  ha. I need a pack.,love second hand smoke ha need pack
2683,1,Mon Jun 15 09:46:18 2009,"@s0nglyrics funny  you asked me what my fav lyrics are, but theÃ½'re already there in your latest tweet!",funny ask far lyric but theã ½ already late
2684,1,Wed Jun 03 05:44:11 2009,"Just picked up a bundle from Red Octane including GH: Metallica, drum set, and mic, only $99.  Already have 2 guitars, so good for me. ",pick up bundle red octane include gh metallica drum set mic 99 already 2 guitar good
2685,1,Sat Jun 06 18:46:10 2009,"@BittenbyBooks Just a reminder, head over to Bitten by Books for a chance to win some awesome swag.  http://bittenbybooks.com/?p=8041",reminder head over bite book chance win awesome swap
2686,0,Mon Jun 22 19:32:27 2009,didn't find the extension cord  home watching HERE COME THE NEWLYWEDS!!,not find extension cord home watching newlywed
2687,1,Wed Jun 03 10:02:00 2009,Only 2 more days! ,2
2688,0,Mon May 18 00:22:49 2009,said goodbye to a great friend yesterday  I hate sad farewells...,say goodbye great friend yesterday hate sad farewell
2689,1,Mon Jun 01 21:00:56 2009,"@NYCityMama exactly. boys are asleep so i'm trying to catch up on my phone calls to my friends, but I sound so silly! ",exactly boy asleep try catch up phone call friend but sound silly
2690,1,Sun May 31 02:34:31 2009,finished maiden half marathon today...it was too good ,finish maiden half marathon today good
2691,0,Sun Jun 07 16:02:24 2009,WHO THE FUCK WANTS TO SMOKE THIS KUSH I GOT?!?!?! I hate smoking alone ,fuck want smoke push get hate smoke alone
2692,0,Mon Jun 22 17:16:46 2009,@jaime_La yeah her phone died! ,phone die
2693,0,Thu Jun 18 16:23:19 2009,"I don't kno what's going on with me but I've felt sea sick all day  I'm bout to get myself together&amp; get out, maybe that will help â¥",not no but felt sea sick bout get together get maybe help â
2694,0,Thu Jun 18 18:17:42 2009,"@GayleTrent Not yet, it's been a real struggle satisfying everyone and doing the household at the same time  The shop is crazy busy as wel",not real struggle satisfy everyone household time shop crazy busy wel
2695,0,Mon Jun 01 19:41:06 2009,How and y did I get a boost of energy...when I go to bed I want to b tired not awake...my bods confused I think...!!! ,get boost energywhen bed want b tired not academy bod confuse think
2696,0,Mon Jun 15 16:08:19 2009,cooking FISH!!! smells good but wondering if it will linger since it's a smallish nyc apt. ,cook fish smell good but wonder linger since smallest nyc apt
2697,0,Tue Apr 21 00:18:59 2009,I'm @ the libary again. But I'm not very motivated. Has anybody a reason fo me to keep on working...I'm a bit exhausted ,library but not motivated anybody reason fo keep working bit exhausted
2698,1,Mon Jun 15 21:41:33 2009,"@OnlyOneFantasy hey whats going on...its always nice to see you,here as well ",hey units always nice nowhere well
2699,1,Sun Jun 07 13:23:34 2009,off to the park - little cousins birthday ,off park little cousin birthday
2700,1,Sat Jun 06 07:21:45 2009,sleepy time  i must wake early to draw some more ,sleepy time must wake early draw
2701,0,Thu Jun 25 06:20:57 2009,Good Morning ! -Im praying that my peoples come home today ! I miss them so much ! ,good morning pray people home miss much
2702,0,Sun May 31 15:03:20 2009,@britaiin  iknowrite,iknowrite
2703,1,Sun May 31 06:37:48 2009,"@rfargnoli Yet so far I've spent my Sunday inside. I think I'll finally go for that bike ride by the promenade, thank you ",far spend sunday inside think finally bike ride promenade thank
2704,0,Fri May 29 12:55:22 2009,ok so this eye doctor guy is taking forever and i'm sitting in a cold room by myself...what? A jerk! ,ok eye doctor guy take forever sit cold room myselfwhat jerk
2705,0,Sun May 31 02:17:12 2009,i wish our internet wasnt fucked. i could be doing any number of things right now ,wish internet not fuck number thing right
2706,1,Sun Apr 19 02:47:54 2009,Breakfast in bed while making designs for my new tote bags. Lovely ,breakfast bed while make design new note bag lovely
2707,0,Mon Jun 15 09:19:51 2009,@guylikeu Just contact dai on the boards - a lot of the Cs are missing.   *hugs*  They want to fix it though!,contact dai board lot c miss hug want fix though
2708,1,Mon Jun 01 20:48:51 2009,@miss_patooty  I so feel your pain! Good way to blow off steam. ,pain good way blow off steam
2709,0,Wed Jun 17 22:33:44 2009,More hw ,hw
2710,0,Thu Jun 25 10:10:07 2009,should i skip the vacation plan or just stick into it? am i really need that vacation?? hmm.. somethin on my mind.. ,skip vacation plan stick really need vacation hmm something mind
2711,0,Mon Jun 22 19:16:10 2009,"Jon and Kate= Divorce precedings started, shocking. They barely tried! Poor kids ",jon kate divorce preceding start shock barely try poor kid
2712,0,Fri May 22 08:26:08 2009,&quot;keeping your guard up in a relationship keeps the love out too.&quot; ???? ,keep guard up relationship keep love
2713,0,Sun Jun 21 06:13:41 2009,@pharobcool thinkn of u....aint heard from u all weekend ,think youre not heard weekend
2714,1,Sun May 31 03:00:18 2009,Picnic with @insomniatichbee in Hyde Park  sunny sunny sunny,picnic hyde park sunny sunny sunny
2715,0,Mon Jun 15 05:54:06 2009,Ahhhhh there r no nice clothes out there ,ahhhhh r no nice clothes
